case,level_1,id,org:resource,concept:name,time:timestamp,org:role,case_start,time_from_start,time_from_last,time_from_start_category,time_from_last_category,case_end,cumulativeTimeS,remainingTimeS,executionTimeS,cumulativeTimeCategory,executionTimeCategory,remainingTimeNor,executionTimeD,cumulativeTimeD,remainingTimeD
7447,39467,dd_declaration 111473_20,SYSTEM,Payment Handled,2018-09-13 15:31:14+00:00,UNDEFINED,2018-09-02 19:45:05+00:00,935169,277874.0,6,6,2018-09-13 15:31:14+00:00,935169,0,277874.0,6,6,0.0,3.216134259,10.823715278,0.0
7448,39468,st_step 122729_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 06:57:01+00:00,EMPLOYEE,2018-09-03 06:57:01+00:00,0,0.0,1,1,2018-09-10 15:31:23+00:00,0,635662,0.0,1,1,0.015679091257864864,0.0,0.0,7.357199074
7448,39469,st_step 122730_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 06:57:14+00:00,ADMINISTRATION,2018-09-03 06:57:01+00:00,13,13.0,1,1,2018-09-10 15:31:23+00:00,13,635649,13.0,1,1,0.015678770602884147,0.000150463,0.000150463,7.357048611
7448,39470,st_step 122731_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-05 09:14:43+00:00,SUPERVISOR,2018-09-03 06:57:01+00:00,181062,181049.0,5,5,2018-09-10 15:31:23+00:00,181062,454600,181049.0,5,5,0.01121305801798026,2.095474537,2.095625,5.261574074
7448,39471,dd_declaration 122727_19,SYSTEM,Request Payment,2018-09-06 06:46:21+00:00,UNDEFINED,2018-09-03 06:57:01+00:00,258560,77498.0,6,5,2018-09-10 15:31:23+00:00,258560,377102,77498.0,6,5,0.00930151034909017,0.896967593,2.992592593,4.364606481
7448,39472,dd_declaration 122727_20,SYSTEM,Payment Handled,2018-09-10 15:31:23+00:00,UNDEFINED,2018-09-03 06:57:01+00:00,635662,377102.0,6,6,2018-09-10 15:31:23+00:00,635662,0,377102.0,6,6,0.0,4.364606481,7.357199074,0.0
7449,39473,st_step 122733_0,STAFF MEMBER,Declaration SAVED by EMPLOYEE,2018-09-03 07:06:58+00:00,EMPLOYEE,2018-09-03 07:06:58+00:00,0,0.0,1,1,2018-09-03 07:06:58+00:00,0,0,0.0,1,1,0.0,0.0,0.0,0.0
7450,39474,st_step 122737_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 07:07:40+00:00,EMPLOYEE,2018-09-03 07:07:40+00:00,0,0.0,1,1,2018-09-13 15:31:14+00:00,0,894214,0.0,1,1,0.02205647484049758,0.0,0.0,10.349699074
7450,39475,st_step 122738_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 07:08:07+00:00,ADMINISTRATION,2018-09-03 07:07:40+00:00,27,27.0,1,1,2018-09-13 15:31:14+00:00,27,894187,27.0,1,1,0.0220558088647684,0.0003125,0.0003125,10.349386574
7450,39476,st_step 122736_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-04 12:17:31+00:00,SUPERVISOR,2018-09-03 07:07:40+00:00,104991,104964.0,5,5,2018-09-13 15:31:14+00:00,104991,789223,104964.0,5,5,0.019466791218927484,1.214861111,1.215173611,9.134525463
7450,39477,dd_declaration 122734_19,SYSTEM,Request Payment,2018-09-11 07:50:11+00:00,UNDEFINED,2018-09-03 07:07:40+00:00,693751,588760.0,6,6,2018-09-13 15:31:14+00:00,693751,200463,588760.0,6,6,0.004944573799952435,6.814351852,8.029525463,2.320173611
7450,39478,dd_declaration 122734_20,SYSTEM,Payment Handled,2018-09-13 15:31:14+00:00,UNDEFINED,2018-09-03 07:07:40+00:00,894214,200463.0,6,5,2018-09-13 15:31:14+00:00,894214,0,200463.0,6,5,0.0,2.320173611,10.349699074,0.0
7451,39479,st_step 113403_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 07:25:13+00:00,EMPLOYEE,2018-09-03 07:25:13+00:00,0,0.0,1,1,2018-09-13 15:31:14+00:00,0,893161,0.0,1,1,0.02203050178705954,0.0,0.0,10.337511574
7451,39480,st_step 113405_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 07:31:26+00:00,ADMINISTRATION,2018-09-03 07:25:13+00:00,373,373.0,1,1,2018-09-13 15:31:14+00:00,373,892788,373.0,1,1,0.02202130145568975,0.00431713,0.00431713,10.333194444
7451,39481,st_step 113406_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-09-04 09:37:08+00:00,BUDGET OWNER,2018-09-03 07:25:13+00:00,94315,93942.0,5,5,2018-09-13 15:31:14+00:00,94315,798846,93942.0,5,5,0.019704149901960972,1.087291667,1.091608796,9.245902778
7451,39482,st_step 113404_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-11 03:15:22+00:00,SUPERVISOR,2018-09-03 07:25:13+00:00,676209,581894.0,6,6,2018-09-13 15:31:14+00:00,676209,216952,581894.0,6,6,0.005351287644339757,6.734884259,7.826493056,2.511018519
7451,39483,dd_declaration 113401_19,SYSTEM,Request Payment,2018-09-11 06:14:42+00:00,UNDEFINED,2018-09-03 07:25:13+00:00,686969,10760.0,6,4,2018-09-13 15:31:14+00:00,686969,206192,10760.0,6,4,0.005085883983377443,0.124537037,7.951030093,2.386481481
7451,39484,dd_declaration 113401_20,SYSTEM,Payment Handled,2018-09-13 15:31:14+00:00,UNDEFINED,2018-09-03 07:25:13+00:00,893161,206192.0,6,5,2018-09-13 15:31:14+00:00,893161,0,206192.0,6,5,0.0,2.386481481,10.337511574,0.0
7452,39485,st_step 128583_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 07:32:52+00:00,EMPLOYEE,2018-09-03 07:32:52+00:00,0,0.0,1,1,2018-09-13 15:31:14+00:00,0,892702,0.0,1,1,0.02201918019966347,0.0,0.0,10.332199074
7452,39486,st_step 128584_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 07:33:00+00:00,ADMINISTRATION,2018-09-03 07:32:52+00:00,8,8.0,1,1,2018-09-13 15:31:14+00:00,8,892694,8.0,1,1,0.02201898287352149,9.2593e-05,9.2593e-05,10.332106481
7452,39487,st_step 128582_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-09-07 07:15:23+00:00,BUDGET OWNER,2018-09-03 07:32:52+00:00,344551,344543.0,6,6,2018-09-13 15:31:14+00:00,344551,548151,344543.0,6,6,0.013520565256519792,3.987766204,3.987858796,6.344340278
7452,39488,st_step 128585_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-11 06:19:18+00:00,SUPERVISOR,2018-09-03 07:32:52+00:00,686786,342235.0,6,6,2018-09-13 15:31:14+00:00,686786,205916,342235.0,6,6,0.005079076231479154,3.961053241,7.948912037,2.383287037
7452,39489,dd_declaration 128580_19,SYSTEM,Request Payment,2018-09-11 09:17:27+00:00,UNDEFINED,2018-09-03 07:32:52+00:00,697475,10689.0,6,4,2018-09-13 15:31:14+00:00,697475,195227,10689.0,6,4,0.0048154238400269075,0.123715278,8.072627315,2.259571759
7452,39490,dd_declaration 128580_20,SYSTEM,Payment Handled,2018-09-13 15:31:14+00:00,UNDEFINED,2018-09-03 07:32:52+00:00,892702,195227.0,6,5,2018-09-13 15:31:14+00:00,892702,0,195227.0,6,5,0.0,2.259571759,10.332199074,0.0
7453,39491,st_step 128587_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 07:38:05+00:00,EMPLOYEE,2018-09-03 07:38:05+00:00,0,0.0,1,1,2018-09-13 08:35:09+00:00,0,867424,0.0,1,1,0.021395678922544015,0.0,0.0,10.03962963
7453,39492,st_step 128589_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-09-04 14:02:51+00:00,ADMINISTRATION,2018-09-03 07:38:05+00:00,109486,109486.0,5,5,2018-09-13 08:35:09+00:00,109486,757938,109486.0,5,5,0.018695122674949233,1.267199074,1.267199074,8.772430556
7453,39493,st_step 128588_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-09-13 08:35:09+00:00,EMPLOYEE,2018-09-03 07:38:05+00:00,867424,757938.0,6,6,2018-09-13 08:35:09+00:00,867424,0,757938.0,6,6,0.0,8.772430556,10.03962963,0.0
7454,39494,st_step 119213_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 08:37:57+00:00,EMPLOYEE,2018-09-03 08:37:57+00:00,0,0.0,1,1,2018-09-06 15:31:08+00:00,0,283991,0.0,1,1,0.007004856048359507,0.0,0.0,3.28693287
7454,39495,st_step 119214_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 08:38:02+00:00,ADMINISTRATION,2018-09-03 08:37:57+00:00,5,5.0,1,1,2018-09-06 15:31:08+00:00,5,283986,5.0,1,1,0.00700473271952077,5.787e-05,5.787e-05,3.286875
7454,39496,st_step 119215_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-03 10:51:14+00:00,SUPERVISOR,2018-09-03 08:37:57+00:00,7997,7992.0,3,3,2018-09-06 15:31:08+00:00,7997,275994,7992.0,3,3,0.0068076039036833345,0.0925,0.09255787,3.194375
7454,39497,dd_declaration 119211_19,SYSTEM,Request Payment,2018-09-04 11:53:00+00:00,UNDEFINED,2018-09-03 08:37:57+00:00,98103,90106.0,5,5,2018-09-06 15:31:08+00:00,98103,185888,90106.0,5,5,0.004585070235033688,1.042893519,1.135451389,2.151481481
7454,39498,dd_declaration 119211_20,SYSTEM,Payment Handled,2018-09-06 15:31:08+00:00,UNDEFINED,2018-09-03 08:37:57+00:00,283991,185888.0,6,5,2018-09-06 15:31:08+00:00,283991,0,185888.0,6,5,0.0,2.151481481,3.28693287,0.0
7455,39499,st_step 113409_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 08:46:15+00:00,EMPLOYEE,2018-09-03 08:46:15+00:00,0,0.0,1,1,2018-09-06 15:31:08+00:00,0,283493,0.0,1,1,0.006992572496021288,0.0,0.0,3.281168981
7455,39500,st_step 113411_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 08:49:17+00:00,ADMINISTRATION,2018-09-03 08:46:15+00:00,182,182.0,1,1,2018-09-06 15:31:08+00:00,182,283311,182.0,1,1,0.006988083326291257,0.002106481,0.002106481,3.2790625
7455,39501,st_step 113410_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-03 14:18:38+00:00,SUPERVISOR,2018-09-03 08:46:15+00:00,19943,19761.0,4,4,2018-09-06 15:31:08+00:00,19943,263550,19761.0,4,4,0.006500663089834354,0.228715278,0.230821759,3.050347222
7455,39502,dd_declaration 113407_19,SYSTEM,Request Payment,2018-09-04 06:14:22+00:00,UNDEFINED,2018-09-03 08:46:15+00:00,77287,57344.0,5,5,2018-09-06 15:31:08+00:00,77287,206206,57344.0,5,5,0.005086229304125907,0.663703704,0.894525463,2.386643519
7455,39503,dd_declaration 113407_20,SYSTEM,Payment Handled,2018-09-06 15:31:08+00:00,UNDEFINED,2018-09-03 08:46:15+00:00,283493,206206.0,6,5,2018-09-06 15:31:08+00:00,283493,0,206206.0,6,5,0.0,2.386643519,3.281168981,0.0
7456,39504,st_step 113417_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 08:52:15+00:00,EMPLOYEE,2018-09-03 08:52:15+00:00,0,0.0,1,1,2018-09-10 15:31:23+00:00,0,628748,0.0,1,1,0.015508552139659156,0.0,0.0,7.277175926
7456,39505,st_step 113418_0,STAFF MEMBER,Declaration REJECTED by ADMINISTRATION,2018-09-03 09:14:00+00:00,ADMINISTRATION,2018-09-03 08:52:15+00:00,1305,1305.0,2,2,2018-09-10 15:31:23+00:00,1305,627443,1305.0,2,2,0.015476363312748764,0.015104167,0.015104167,7.262071759
7456,39506,st_step 113419_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-09-04 10:25:18+00:00,EMPLOYEE,2018-09-03 08:52:15+00:00,91983,90678.0,5,5,2018-09-10 15:31:23+00:00,91983,536765,90678.0,5,5,0.01323972082494759,1.049513889,1.064618056,6.21255787
7456,39507,st_step 113415_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-04 10:36:32+00:00,EMPLOYEE,2018-09-03 08:52:15+00:00,92657,674.0,5,2,2018-09-10 15:31:23+00:00,92657,536091,674.0,5,2,0.013223096097485823,0.007800926,1.072418981,6.204756944
7456,39508,st_step 113414_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-04 10:36:45+00:00,ADMINISTRATION,2018-09-03 08:52:15+00:00,92670,13.0,5,1,2018-09-10 15:31:23+00:00,92670,536078,13.0,5,1,0.013222775442505106,0.000150463,1.072569444,6.204606481
7456,39509,st_step 113416_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-04 11:55:57+00:00,SUPERVISOR,2018-09-03 08:52:15+00:00,97422,4752.0,5,3,2018-09-10 15:31:23+00:00,97422,531326,4752.0,5,3,0.013105563714169334,0.055,1.127569444,6.149606481
7456,39510,dd_declaration 113412_19,SYSTEM,Request Payment,2018-09-05 05:10:20+00:00,UNDEFINED,2018-09-03 08:52:15+00:00,159485,62063.0,5,5,2018-09-10 15:31:23+00:00,159485,469263,62063.0,5,5,0.01157473217046078,0.718321759,1.845891204,5.431284722
7456,39511,dd_declaration 113412_20,SYSTEM,Payment Handled,2018-09-10 15:31:23+00:00,UNDEFINED,2018-09-03 08:52:15+00:00,628748,469263.0,6,6,2018-09-10 15:31:23+00:00,628748,0,469263.0,6,6,0.0,5.431284722,7.277175926,0.0
7457,39512,st_step 113668_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 09:02:07+00:00,EMPLOYEE,2018-09-03 09:02:07+00:00,0,0.0,1,1,2018-09-10 15:31:23+00:00,0,628156,0.0,1,1,0.015493950005152678,0.0,0.0,7.270324074
7457,39513,st_step 113667_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 09:20:25+00:00,ADMINISTRATION,2018-09-03 09:02:07+00:00,1098,1098.0,2,2,2018-09-10 15:31:23+00:00,1098,627058,1098.0,2,2,0.015466866992166005,0.012708333,0.012708333,7.257615741
7457,39514,st_step 113666_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-05 09:16:13+00:00,SUPERVISOR,2018-09-03 09:02:07+00:00,173646,172548.0,5,5,2018-09-10 15:31:23+00:00,173646,454510,172548.0,5,5,0.011210838098882991,1.997083333,2.009791667,5.260532407
7457,39515,dd_declaration 113664_19,SYSTEM,Request Payment,2018-09-05 09:52:50+00:00,UNDEFINED,2018-09-03 09:02:07+00:00,175843,2197.0,5,3,2018-09-10 15:31:23+00:00,175843,452313,2197.0,5,3,0.011156647407141894,0.025428241,2.035219907,5.235104167
7457,39516,dd_declaration 113664_20,SYSTEM,Payment Handled,2018-09-10 15:31:23+00:00,UNDEFINED,2018-09-03 09:02:07+00:00,628156,452313.0,6,6,2018-09-10 15:31:23+00:00,628156,0,452313.0,6,6,0.0,5.235104167,7.270324074,0.0
7458,39517,st_step 135067_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 09:32:48+00:00,EMPLOYEE,2018-09-03 09:32:48+00:00,0,0.0,1,1,2018-10-08 15:31:14+00:00,0,3045506,0.0,1,1,0.07511974366939504,0.0,0.0,35.248912037
7458,39518,st_step 135065_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-10-01 07:32:13+00:00,ADMINISTRATION,2018-09-03 09:32:48+00:00,2411965,2411965.0,7,7,2018-10-08 15:31:14+00:00,2411965,633541,2411965.0,7,7,0.015626775164472573,27.916261574,27.916261574,7.332650463
7458,39519,st_step 135068_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-10-02 10:51:54+00:00,BUDGET OWNER,2018-09-03 09:32:48+00:00,2510346,98381.0,7,5,2018-10-08 15:31:14+00:00,2510346,535160,98381.0,7,5,0.013200132267712968,1.138668981,29.054930556,6.193981481
7458,39520,st_step 135066_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-10-03 08:02:53+00:00,SUPERVISOR,2018-09-03 09:32:48+00:00,2586605,76259.0,7,5,2018-10-08 15:31:14+00:00,2586605,458901,76259.0,7,5,0.011319145485061943,0.882627315,29.93755787,5.311354167
7458,39521,dd_declaration 135063_19,SYSTEM,Request Payment,2018-10-04 07:57:33+00:00,UNDEFINED,2018-09-03 09:32:48+00:00,2672685,86080.0,7,5,2018-10-08 15:31:14+00:00,2672685,372821,86080.0,7,5,0.009195916197363437,0.996296296,30.933854167,4.31505787
7458,39522,dd_declaration 135063_20,SYSTEM,Payment Handled,2018-10-08 15:31:14+00:00,UNDEFINED,2018-09-03 09:32:48+00:00,3045506,372821.0,7,6,2018-10-08 15:31:14+00:00,3045506,0,372821.0,7,6,0.0,4.31505787,35.248912037,0.0
7459,39523,st_step 122743_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 09:37:13+00:00,EMPLOYEE,2018-09-03 09:37:13+00:00,0,0.0,1,1,2018-09-10 15:31:23+00:00,0,626050,0.0,1,1,0.015442003898276598,0.0,0.0,7.245949074
7459,39524,st_step 122744_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 09:37:16+00:00,ADMINISTRATION,2018-09-03 09:37:13+00:00,3,3.0,1,1,2018-09-10 15:31:23+00:00,3,626047,3.0,1,1,0.015441929900973355,3.4722e-05,3.4722e-05,7.245914352
7459,39525,st_step 122741_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-09-05 09:16:31+00:00,BUDGET OWNER,2018-09-03 09:37:13+00:00,171558,171555.0,5,5,2018-09-10 15:31:23+00:00,171558,454492,171555.0,5,5,0.011210394115063537,1.985590278,1.985625,5.260324074
7459,39526,st_step 122742_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-06 06:46:19+00:00,SUPERVISOR,2018-09-03 09:37:13+00:00,248946,77388.0,5,5,2018-09-10 15:31:23+00:00,248946,377104,77388.0,5,5,0.009301559680625666,0.895694444,2.881319444,4.36462963
7459,39527,dd_declaration 122739_19,SYSTEM,Request Payment,2018-09-06 06:53:39+00:00,UNDEFINED,2018-09-03 09:37:13+00:00,249386,440.0,5,2,2018-09-10 15:31:23+00:00,249386,376664,440.0,5,2,0.009290706742816799,0.005092593,2.886412037,4.359537037
7459,39528,dd_declaration 122739_20,SYSTEM,Payment Handled,2018-09-10 15:31:23+00:00,UNDEFINED,2018-09-03 09:37:13+00:00,626050,376664.0,6,6,2018-09-10 15:31:23+00:00,626050,0,376664.0,6,6,0.0,4.359537037,7.245949074,0.0
7460,39529,st_step 122748_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 10:50:28+00:00,EMPLOYEE,2018-09-03 10:50:28+00:00,0,0.0,1,1,2018-09-10 15:31:23+00:00,0,621655,0.0,1,1,0.015333597849026657,0.0,0.0,7.195081019
7460,39530,st_step 122749_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 10:50:36+00:00,ADMINISTRATION,2018-09-03 10:50:28+00:00,8,8.0,1,1,2018-09-10 15:31:23+00:00,8,621647,8.0,1,1,0.015333400522884677,9.2593e-05,9.2593e-05,7.194988426
7460,39531,st_step 122747_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-09-03 12:29:53+00:00,BUDGET OWNER,2018-09-03 10:50:28+00:00,5965,5957.0,3,3,2018-09-10 15:31:23+00:00,5965,615690,5957.0,3,3,0.015186466544413255,0.068946759,0.069039352,7.126041667
7460,39532,st_step 122750_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-05 07:38:57+00:00,SUPERVISOR,2018-09-03 10:50:28+00:00,161309,155344.0,5,5,2018-09-10 15:31:23+00:00,161309,460346,155344.0,5,5,0.011354787519456974,1.797962963,1.867002315,5.328078704
7460,39533,dd_declaration 122745_19,SYSTEM,Request Payment,2018-09-05 13:09:05+00:00,UNDEFINED,2018-09-03 10:50:28+00:00,181117,19808.0,5,4,2018-09-10 15:31:23+00:00,181117,440538,19808.0,5,4,0.010866207991915943,0.229259259,2.096261574,5.098819444
7460,39534,dd_declaration 122745_20,SYSTEM,Payment Handled,2018-09-10 15:31:23+00:00,UNDEFINED,2018-09-03 10:50:28+00:00,621655,440538.0,6,6,2018-09-10 15:31:23+00:00,621655,0,440538.0,6,6,0.0,5.098819444,7.195081019,0.0
7461,39535,st_step 122753_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 10:50:57+00:00,EMPLOYEE,2018-09-03 10:50:57+00:00,0,0.0,1,1,2018-09-06 15:31:08+00:00,0,276011,0.0,1,1,0.006808023221735041,0.0,0.0,3.194571759
7461,39536,st_step 122755_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 10:58:45+00:00,ADMINISTRATION,2018-09-03 10:50:57+00:00,468,468.0,2,2,2018-09-06 15:31:08+00:00,468,275543,468.0,2,2,0.006796479642429245,0.005416667,0.005416667,3.189155093
7461,39537,st_step 122754_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-03 14:23:20+00:00,SUPERVISOR,2018-09-03 10:50:57+00:00,12743,12275.0,4,4,2018-09-06 15:31:08+00:00,12743,263268,12275.0,4,4,0.00649370734332958,0.142071759,0.147488426,3.047083333
7461,39538,dd_declaration 122751_19,SYSTEM,Request Payment,2018-09-04 13:35:49+00:00,UNDEFINED,2018-09-03 10:50:57+00:00,96292,83549.0,5,5,2018-09-06 15:31:08+00:00,96292,179719,83549.0,5,5,0.004432907113799811,0.967002315,1.114490741,2.080081019
7461,39539,dd_declaration 122751_20,SYSTEM,Payment Handled,2018-09-06 15:31:08+00:00,UNDEFINED,2018-09-03 10:50:57+00:00,276011,179719.0,6,5,2018-09-06 15:31:08+00:00,276011,0,179719.0,6,5,0.0,2.080081019,3.194571759,0.0
7462,39540,st_step 122760_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 11:00:11+00:00,EMPLOYEE,2018-09-03 11:00:11+00:00,0,0.0,1,1,2018-09-10 15:31:23+00:00,0,621072,0.0,1,1,0.015319217706429907,0.0,0.0,7.188333333
7462,39541,st_step 122759_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 11:01:55+00:00,ADMINISTRATION,2018-09-03 11:00:11+00:00,104,104.0,1,1,2018-09-10 15:31:23+00:00,104,620968,104.0,1,1,0.015316652466584174,0.001203704,0.001203704,7.18712963
7462,39542,st_step 122758_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-03 14:17:41+00:00,SUPERVISOR,2018-09-03 11:00:11+00:00,11850,11746.0,4,4,2018-09-10 15:31:23+00:00,11850,609222,11746.0,4,4,0.015026928358622899,0.135949074,0.137152778,7.051180556
7462,39543,dd_declaration 122756_19,SYSTEM,Request Payment,2018-09-06 11:45:31+00:00,UNDEFINED,2018-09-03 11:00:11+00:00,261920,250070.0,6,6,2018-09-10 15:31:23+00:00,261920,359152,250070.0,6,6,0.008858759818023858,2.894328704,3.031481481,4.156851852
7462,39544,dd_declaration 122756_20,SYSTEM,Payment Handled,2018-09-10 15:31:23+00:00,UNDEFINED,2018-09-03 11:00:11+00:00,621072,359152.0,6,6,2018-09-10 15:31:23+00:00,621072,0,359152.0,6,6,0.0,4.156851852,7.188333333,0.0
7463,39545,st_step 119232_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 11:55:00+00:00,EMPLOYEE,2018-09-03 11:55:00+00:00,0,0.0,1,1,2018-09-13 15:31:14+00:00,0,876974,0.0,1,1,0.021631237004531942,0.0,0.0,10.150162037
7463,39546,st_step 119233_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 11:55:31+00:00,ADMINISTRATION,2018-09-03 11:55:00+00:00,31,31.0,1,1,2018-09-13 15:31:14+00:00,31,876943,31.0,1,1,0.02163047236573177,0.000358796,0.000358796,10.149803241
7463,39547,st_step 119231_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-03 14:16:59+00:00,SUPERVISOR,2018-09-03 11:55:00+00:00,8519,8488.0,3,3,2018-09-13 15:31:14+00:00,8519,868455,8488.0,3,3,0.021421109329091612,0.098240741,0.098599537,10.0515625
7463,39548,dd_declaration 119229_19,SYSTEM,Request Payment,2018-09-10 10:19:00+00:00,UNDEFINED,2018-09-03 11:55:00+00:00,599040,590521.0,6,6,2018-09-13 15:31:14+00:00,599040,277934,590521.0,6,6,0.006855455493113343,6.834733796,6.933333333,3.216828704
7463,39549,dd_declaration 119229_20,SYSTEM,Payment Handled,2018-09-13 15:31:14+00:00,UNDEFINED,2018-09-03 11:55:00+00:00,876974,277934.0,6,6,2018-09-13 15:31:14+00:00,876974,0,277934.0,6,6,0.0,3.216828704,10.150162037,0.0
7464,39550,st_step 111481_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 12:08:04+00:00,EMPLOYEE,2018-09-03 12:08:04+00:00,0,0.0,1,1,2018-09-04 13:52:54+00:00,0,92690,0.0,1,1,0.0022862700125089973,0.0,0.0,1.072800926
7464,39551,st_step 111479_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 12:20:15+00:00,ADMINISTRATION,2018-09-03 12:08:04+00:00,731,731.0,2,2,2018-09-04 13:52:54+00:00,731,91959,731.0,2,2,0.0022682393362856283,0.008460648,0.008460648,1.064340278
7464,39552,st_step 111480_0,STAFF MEMBER,Declaration REJECTED by SUPERVISOR,2018-09-03 14:03:11+00:00,SUPERVISOR,2018-09-03 12:08:04+00:00,6907,6176.0,3,3,2018-09-04 13:52:54+00:00,6907,85783,6176.0,3,3,0.00211590355467752,0.071481481,0.07994213,0.992858796
7464,39553,st_step 111482_0,STAFF MEMBER,Declaration REJECTED by EMPLOYEE,2018-09-04 13:52:54+00:00,EMPLOYEE,2018-09-03 12:08:04+00:00,92690,85783.0,5,5,2018-09-04 13:52:54+00:00,92690,0,85783.0,5,5,0.0,0.992858796,1.072800926,0.0
7465,39554,st_step 122763_0,STAFF MEMBER,Declaration SUBMITTED by EMPLOYEE,2018-09-03 12:16:25+00:00,EMPLOYEE,2018-09-03 12:16:25+00:00,0,0.0,1,1,2018-09-13 15:31:14+00:00,0,875689,0.0,1,1,0.021599541492976496,0.0,0.0,10.135289352
7465,39555,st_step 122766_0,STAFF MEMBER,Declaration APPROVED by ADMINISTRATION,2018-09-03 12:16:33+00:00,ADMINISTRATION,2018-09-03 12:16:25+00:00,8,8.0,1,1,2018-09-13 15:31:14+00:00,8,875681,8.0,1,1,0.021599344166834518,9.2593e-05,9.2593e-05,10.135196759
7465,39556,st_step 122765_0,STAFF MEMBER,Declaration APPROVED by BUDGET OWNER,2018-09-03 12:19:22+00:00,BUDGET OWNER,2018-09-03 12:16:25+00:00,177,169.0,1,1,2018-09-13 15:31:14+00:00,177,875512,169.0,1,1,0.021595175652085203,0.001956019,0.002048611,10.133240741
7465,39557,st_step 122764_0,STAFF MEMBER,Declaration FINAL_APPROVED by SUPERVISOR,2018-09-10 03:15:37+00:00,SUPERVISOR,2018-09-03 12:16:25+00:00,572352,572175.0,6,6,2018-09-13 15:31:14+00:00,572352,303337,572175.0,6,6,0.007482039991201227,6.622395833,6.624444444,3.510844907
